Ranger Serial Number:,,,,,,,,
UTC time,Local time,LocationID,PM1 (ug/m3),PM2.5 (ug/m3),PMrsp (ug/m3),PM10 (ug/m3),TSP (ug/m3),Status(f:fail a:aging w:warming-up z:zerocal c:spancal)
8/22/2023 0:03,8/22/2023 10:03,55,1.8,7.4,22.5,155.2,278.2,
8/22/2023 0:04,8/22/2023 10:04,55,3,14,32.2,135.2,229.7,
8/22/2023 0:05,8/22/2023 10:05,55,19.8,136.2,387.7,1445.4,2404.3,
8/22/2023 0:06,8/22/2023 10:06,55,34.5,256,736.5,2792.2,4657.1,
8/22/2023 0:07,8/22/2023 10:07,55,32.1,231.1,658.7,2439.1,4052.3,
8/22/2023 0:08,8/22/2023 10:08,55,28.1,193.3,537.9,1891.7,3115.3,
8/22/2023 0:09,8/22/2023 10:09,55,25.5,169.1,460.9,1534.2,2501.4,
8/22/2023 0:10,8/22/2023 10:10,55,24,154.2,411.5,1385,2263.5,
8/22/2023 0:11,8/22/2023 10:11,55,19.1,119,313.5,1027.2,1670.2,
8/22/2023 0:12,8/22/2023 10:12,55,17.2,105.9,278,863.3,1388.7,
8/22/2023 0:13,8/22/2023 10:13,55,13.4,79,206.7,696.5,1138.7,
8/22/2023 0:14,8/22/2023 10:14,55,6.4,35.1,93.6,355.1,592.6,
8/22/2023 0:15,8/22/2023 10:15,55,7,38.3,101.3,344.6,564.4,
8/22/2023 0:16,8/22/2023 10:16,55,7.8,41.9,112.8,361.9,585.9,
8/22/2023 0:17,8/22/2023 10:17,55,8.6,48.2,122,391.3,633.8,
8/22/2023 0:18,8/22/2023 10:18,55,9.6,53.1,132.5,410.8,660.9,
8/22/2023 0:19,8/22/2023 10:19,55,10.9,61.3,157.2,471.1,752.3,
8/22/2023 0:20,8/22/2023 10:20,55,10.4,59,147.1,450.7,723.5,
8/22/2023 0:21,8/22/2023 10:21,55,10.5,58.3,144.2,430.6,687.4,
8/22/2023 0:22,8/22/2023 10:22,55,10.6,59.5,147.9,426.5,675.6,
8/22/2023 0:23,8/22/2023 10:23,55,10.2,56.6,140.9,407.2,645.3,
8/22/2023 0:24,8/22/2023 10:24,55,9.9,54.4,131.4,378,598.7,
8/22/2023 0:25,8/22/2023 10:25,55,9.4,52.7,130.5,377,597.5,
8/22/2023 0:26,8/22/2023 10:26,55,8.9,50.2,128.1,417,677.5,
8/22/2023 0:27,8/22/2023 10:27,55,7.8,43.9,118.8,428,708.1,
8/22/2023 0:28,8/22/2023 10:28,55,7.6,44.1,121.9,423.8,696.6,
8/22/2023 0:29,8/22/2023 10:29,55,7,41.2,111.4,415.5,691.6,
8/22/2023 0:30,8/22/2023 10:30,55,6.6,37.5,103.3,387.8,646,
8/22/2023 0:31,8/22/2023 10:31,55,6.1,35,97.8,361,599.6,
8/22/2023 0:32,8/22/2023 10:32,55,5.1,29.3,83.5,300.3,496.4,
8/22/2023 0:33,8/22/2023 10:33,55,4.9,27.9,76,259.2,424.5,
8/22/2023 0:34,8/22/2023 10:34,55,4.2,23.9,64,215.3,352,
8/22/2023 0:35,8/22/2023 10:35,55,3.7,20.7,54,172.4,278.9,
8/22/2023 0:36,8/22/2023 10:36,55,3.4,19,49.2,155.1,250.4,
8/22/2023 0:37,8/22/2023 10:37,55,3,16.2,45.3,165.5,274.4,
8/22/2023 0:38,8/22/2023 10:38,55,3.2,25.1,112,763.7,1365.2,
8/22/2023 0:39,8/22/2023 10:39,55,3.5,35,167.3,1150.2,2057.2,
8/22/2023 0:40,8/22/2023 10:40,55,4.1,49.5,261.7,1888.6,3390.9,
8/22/2023 0:41,8/22/2023 10:41,55,4,47.3,254.8,1737.3,3104,
8/22/2023 0:42,8/22/2023 10:42,55,3.7,40.9,220.9,1483.2,2646.5,
8/22/2023 0:43,8/22/2023 10:43,55,3.1,35.7,187.5,1226.6,2183.5,
8/22/2023 0:44,8/22/2023 10:44,55,2.7,29.1,149.2,977.2,1739.9,
8/22/2023 0:45,8/22/2023 10:45,55,2.3,22.2,105.8,679.7,1208.2,
8/22/2023 0:46,8/22/2023 10:46,55,2.3,20.1,97,613.3,1088.4,
8/22/2023 0:47,8/22/2023 10:47,55,1.9,15.1,72,434.6,768,
8/22/2023 0:48,8/22/2023 10:48,55,1.7,12.5,58.8,335.2,588.8,
8/22/2023 0:49,8/22/2023 10:49,55,1.7,10.9,46.4,279.3,493.5,
8/22/2023 0:50,8/22/2023 10:50,55,1.5,9.2,38.4,222.4,391.6,
8/22/2023 0:51,8/22/2023 10:51,55,1.5,9.5,39.4,236.5,417.8,
8/22/2023 0:52,8/22/2023 10:52,55,1.6,10.6,50,323.1,574.8,
8/22/2023 0:53,8/22/2023 10:53,55,1.7,12.3,60.9,404.7,721.5,
8/22/2023 0:54,8/22/2023 10:54,55,1.6,12,58.2,387.9,691.8,
8/22/2023 0:55,8/22/2023 10:55,55,1.5,10.4,48.7,313.8,558.1,
8/22/2023 0:56,8/22/2023 10:56,55,1.5,10,43.7,269.1,476.6,
8/22/2023 0:57,8/22/2023 10:57,55,1.4,8.5,32.8,200,354,
8/22/2023 0:58,8/22/2023 10:58,55,1.4,7.8,30.1,162.9,284.8,
8/22/2023 0:59,8/22/2023 10:59,55,1.3,6.6,23.7,122.3,212.7,
8/22/2023 1:00,8/22/2023 11:00,55,1.3,5.9,21.3,109.6,190.5,
8/22/2023 1:01,8/22/2023 11:01,55,1.2,5.7,20,96.8,167,
8/22/2023 1:02,8/22/2023 11:02,55,1.2,5.4,17.7,86.2,148.9,
8/22/2023 1:03,8/22/2023 11:03,55,1.2,5.2,15.6,75.9,131.1,
8/22/2023 1:04,8/22/2023 11:04,55,1.2,4.9,15.1,78.4,136.4,
8/22/2023 1:05,8/22/2023 11:05,55,1.2,4.9,13.2,59.9,102.7,
8/22/2023 1:06,8/22/2023 11:06,55,1.4,6.1,27.6,406.8,761.4,
8/22/2023 1:07,8/22/2023 11:07,55,9.5,53.5,213.8,2324,4290.5,
8/22/2023 1:08,8/22/2023 11:08,55,21.4,105.2,316.5,1844.4,3253.4,
8/22/2023 1:09,8/22/2023 11:09,55,65,305.5,727.2,2874.7,4835.4,
8/22/2023 1:10,8/22/2023 11:10,55,84.2,465.3,1156.6,4563.9,7671.4,
8/22/2023 1:11,8/22/2023 11:11,55,81.5,445.3,1131.4,4295.6,7174.4,
8/22/2023 1:12,8/22/2023 11:12,55,71.8,380.2,1038.6,4339,7350.8,
8/22/2023 1:13,8/22/2023 11:13,55,63.2,327.6,938.3,4175.3,7134.6,
8/22/2023 1:14,8/22/2023 11:14,55,60.6,311.1,893.9,3898.1,6642.2,
8/22/2023 1:15,8/22/2023 11:15,55,56.9,290.7,839.2,3687.4,6289.6,
8/22/2023 1:16,8/22/2023 11:16,55,53.3,267,769.8,3310.3,5629.3,
8/22/2023 1:17,8/22/2023 11:17,55,49.7,242.9,681.7,2879.7,4885.3,
8/22/2023 1:18,8/22/2023 11:18,55,45.4,214,599.1,2463.8,4163.3,
8/22/2023 1:19,8/22/2023 11:19,55,37,172.7,466.1,1903.9,3214.9,
8/22/2023 1:20,8/22/2023 11:20,55,30.9,138.5,375.9,1542.4,2606.2,
8/22/2023 1:21,8/22/2023 11:21,55,26.3,115.1,311,1285.7,2174.9,
8/22/2023 1:22,8/22/2023 11:22,55,20.9,89.7,238.5,928.9,1557.2,
8/22/2023 1:23,8/22/2023 11:23,55,15.5,64.2,166.2,626,1043.9,
8/22/2023 1:24,8/22/2023 11:24,55,13.1,54,138.8,524.8,875.8,
8/22/2023 1:25,8/22/2023 11:25,55,10.8,43.7,112.3,416,691.9,
8/22/2023 1:26,8/22/2023 11:26,55,10.1,40.8,104.5,401.5,671.8,
8/22/2023 1:27,8/22/2023 11:27,55,9.3,37.4,95.4,357.3,595.5,
8/22/2023 1:28,8/22/2023 11:28,55,7.5,29.5,72.4,262.8,435.9,
8/22/2023 1:29,8/22/2023 11:29,55,7,27.6,67.7,233.7,384,
8/22/2023 1:30,8/22/2023 11:30,55,5.5,19.9,47.4,154.6,251.5,
8/22/2023 1:31,8/22/2023 11:31,55,5,18,43.3,136,219.5,
8/22/2023 1:32,8/22/2023 11:32,55,4.1,14.2,31.6,100.2,162.3,
8/22/2023 1:33,8/22/2023 11:33,55,2.7,9.2,20.5,70.8,116.5,
8/22/2023 1:34,8/22/2023 11:34,55,2,6.8,15.3,61.3,103.3,
8/22/2023 1:35,8/22/2023 11:35,55,1.7,6,15.3,65.2,111,
8/22/2023 1:36,8/22/2023 11:36,55,1.5,5.8,14.6,57.5,96.6,
8/22/2023 1:37,8/22/2023 11:37,55,1.4,5.4,14.4,57.5,96.6,
8/22/2023 1:38,8/22/2023 11:38,55,1.4,5.4,14.4,52.5,87,
8/22/2023 1:39,8/22/2023 11:39,55,1.3,5.2,12.4,45.1,74.9,
8/22/2023 1:40,8/22/2023 11:40,55,1.3,5,12.6,46.4,77,
8/22/2023 1:41,8/22/2023 11:41,55,1.2,4.9,12.7,46.6,77.3,
8/22/2023 1:42,8/22/2023 11:42,55,1.2,5,13.5,53.6,90.2,
8/22/2023 1:43,8/22/2023 11:43,55,1.3,5.8,15.7,71.8,123.2,
8/22/2023 1:44,8/22/2023 11:44,55,1.4,6.2,16.9,79.1,136.2,
8/22/2023 1:45,8/22/2023 11:45,55,1.4,7,19.9,90.7,155.5,
8/22/2023 1:46,8/22/2023 11:46,55,1.5,7.4,21.5,92.8,157.9,
8/22/2023 1:47,8/22/2023 11:47,55,1.6,8.6,25.3,92.8,153.9,
8/22/2023 1:48,8/22/2023 11:48,55,1.8,9.4,27.4,109.2,183.7,
8/22/2023 1:49,8/22/2023 11:49,55,1.8,10,29.6,113.5,189.7,
8/22/2023 1:50,8/22/2023 11:50,55,1.8,10,26.5,102,170.7,
8/22/2023 1:51,8/22/2023 11:51,55,1.8,10,26.2,103.7,174.4,
8/22/2023 1:52,8/22/2023 11:52,55,1.8,9,25.6,103.8,175,
8/22/2023 1:53,8/22/2023 11:53,55,1.6,8.8,24.4,100.2,169.3,
8/22/2023 1:54,8/22/2023 11:54,55,1.6,8.4,22.2,83.8,139.7,
8/22/2023 1:55,8/22/2023 11:55,55,1.6,7.6,20.9,75.4,124.7,
8/22/2023 1:56,8/22/2023 11:56,55,1.4,7.3,19.7,78.3,131.6,
8/22/2023 1:57,8/22/2023 11:57,55,1.4,7,18,66.6,110.7,
8/22/2023 1:58,8/22/2023 11:58,55,1.4,6.3,15.6,57.4,95.4,
8/22/2023 1:59,8/22/2023 11:59,55,1.3,5.9,13.4,51.3,85.8,
8/22/2023 2:00,8/22/2023 12:00,55,1.2,5.4,12.7,49.5,83.2,
8/22/2023 2:01,8/22/2023 12:01,55,1.1,5.1,13.2,46.7,77.1,
8/22/2023 2:02,8/22/2023 12:02,55,10.4,16.5,27,107.9,182.6,
8/22/2023 2:03,8/22/2023 12:03,55,32.2,44.2,69.1,267,449.9,
8/22/2023 2:04,8/22/2023 12:04,55,40.7,55.5,86,288,473.9,
8/22/2023 2:05,8/22/2023 12:05,55,38.3,99.9,273,1879.4,3368.4,
8/22/2023 2:06,8/22/2023 12:06,55,38.5,311.3,1353.4,12123.6,22125.8,
8/22/2023 2:07,8/22/2023 12:07,55,40.2,371,1643.9,12641.9,22822.9,
8/22/2023 2:08,8/22/2023 12:08,55,45.3,379.7,1550.8,10499.7,18762.5,
8/22/2023 2:09,8/22/2023 12:09,55,44.9,331.5,1191.5,6761.2,11883.2,
8/22/2023 2:10,8/22/2023 12:10,55,46.5,414.8,1514.2,7721.1,13407.1,
8/22/2023 2:11,8/22/2023 12:11,55,50.1,602.7,2673.6,17958.4,32060.2,
8/22/2023 2:12,8/22/2023 12:12,55,50.3,700.7,3411.5,22746.5,40570.6,
8/22/2023 2:13,8/22/2023 12:13,55,54.3,783.2,3591.8,19269.3,33625.7,
8/22/2023 2:14,8/22/2023 12:14,55,54.8,847.6,3994.3,20355.9,35304.8,
8/22/2023 2:15,8/22/2023 12:15,55,53.7,887.6,4428,22282.6,38578.9,
8/22/2023 2:16,8/22/2023 12:16,55,52,906.1,5426.7,29181.9,50893.7,
8/22/2023 2:17,8/22/2023 12:17,55,50.1,895,6393.5,37201,65415.8,
8/22/2023 2:18,8/22/2023 12:18,55,50,906.4,6478.4,36997,64927.5,
8/22/2023 2:19,8/22/2023 12:19,55,49.8,898.5,6826,38986.9,68411.8,
8/22/2023 2:20,8/22/2023 12:20,55,50.3,930.3,6753.7,36407.6,63482.4,
8/22/2023 2:21,8/22/2023 12:21,55,49.7,919.3,6690.1,35861.6,62489.3,
8/22/2023 2:22,8/22/2023 12:22,55,48.8,924.9,6728.8,35583.9,61908,
8/22/2023 2:23,8/22/2023 12:23,55,46.4,868.7,6631.8,38346.3,67375.5,
8/22/2023 2:24,8/22/2023 12:24,55,47.2,889.7,6521.7,36808.5,64510.8,
8/22/2023 2:25,8/22/2023 12:25,55,48.7,930,6431.7,33953.5,59066.5,
8/22/2023 2:26,8/22/2023 12:26,55,49.4,920.6,5981.1,32290.6,56328.6,
8/22/2023 2:27,8/22/2023 12:27,55,50.2,928.4,5522.6,28412.2,49295.4,
8/22/2023 2:28,8/22/2023 12:28,55,51,925.7,5062.6,24791.4,42763.2,
8/22/2023 2:29,8/22/2023 12:29,55,52.8,897.5,4272,19673.4,33680.4,
8/22/2023 2:30,8/22/2023 12:30,55,54.1,904,4114.3,17824.9,30261.7,
8/22/2023 2:31,8/22/2023 12:31,55,52.9,907.7,4283.7,19031.2,32420.6,
8/22/2023 2:32,8/22/2023 12:32,55,51.7,915.7,4547.9,20640.7,35259.6,
8/22/2023 2:33,8/22/2023 12:33,55,50.7,923.8,5002.7,24755.1,42758.3,
8/22/2023 2:34,8/22/2023 12:34,55,46.3,838.4,5539.7,35710.4,63449.3,
8/22/2023 2:35,8/22/2023 12:35,55,45.1,828.9,5689.9,36805.8,65411.9,
8/22/2023 2:36,8/22/2023 12:36,55,44.6,822.6,5447,34805.5,61789.9,
8/22/2023 2:37,8/22/2023 12:37,55,47.7,880.4,5027.6,27057.8,47200.3,
8/22/2023 2:38,8/22/2023 12:38,55,49.7,897.6,4909.4,25080.2,43488.7,
8/22/2023 2:39,8/22/2023 12:39,55,50.9,914.7,4872.6,24046.6,41522.8,
8/22/2023 2:40,8/22/2023 12:40,55,51.7,924.6,4937.2,24040.7,41441.7,
8/22/2023 2:41,8/22/2023 12:41,55,52.2,932.5,4988.7,24111.5,41523.8,
8/22/2023 2:42,8/22/2023 12:42,55,52.9,939.4,4951,23558.7,40491.8,
8/22/2023 2:43,8/22/2023 12:43,55,53.5,950.7,4839.4,22283.2,38137.1,
8/22/2023 2:44,8/22/2023 12:44,55,54.3,948.2,4708.1,21150.3,36079,
8/22/2023 2:45,8/22/2023 12:45,55,55.8,891.2,4001.6,17227.8,29223.1,
8/22/2023 2:46,8/22/2023 12:46,55,56.5,818.7,3356.8,14274.6,24180.8,
8/22/2023 2:47,8/22/2023 12:47,55,56,806.1,3446.8,17386.5,30129,
8/22/2023 2:48,8/22/2023 12:48,55,55.9,787,3391.3,17945.6,31274.1,
8/22/2023 2:49,8/22/2023 12:49,55,53.7,767.1,3513,19992.8,35116.4,
8/22/2023 2:50,8/22/2023 12:50,55,53.9,712.9,3083.9,17965.4,31639.3,
8/22/2023 2:51,8/22/2023 12:51,55,53.8,723.3,3104.5,16547.4,28861.8,
8/22/2023 2:52,8/22/2023 12:52,55,51,804.5,4268.7,25047.9,44116.8,
8/22/2023 2:53,8/22/2023 12:53,55,45.4,774.9,5540.5,39035.8,69902.7,
8/22/2023 2:54,8/22/2023 12:54,55,42.2,740.7,6265.5,46025.8,82686.9,
8/22/2023 2:55,8/22/2023 12:55,55,42.5,746.2,6496.9,45599.7,81604.7,
8/22/2023 2:56,8/22/2023 12:56,55,45.7,823.5,6308.5,40112.4,71157.5,
8/22/2023 2:57,8/22/2023 12:57,55,47.7,868.8,6161.5,35753.4,62853.2,
8/22/2023 2:58,8/22/2023 12:58,55,46.8,832.1,5948.4,38335.4,68101.2,
8/22/2023 2:59,8/22/2023 12:59,55,43.8,765.2,5891.3,42752.7,76740.4,
8/22/2023 3:00,8/22/2023 13:00,55,45.9,826.9,5877.2,37672.1,66889.4,
8/22/2023 3:01,8/22/2023 13:01,55,48.8,878,5375.2,30175.5,52877.5,
8/22/2023 3:02,8/22/2023 13:02,55,48.6,889,5388.8,30031,52583.4,
8/22/2023 3:03,8/22/2023 13:03,55,50.5,906.8,5318.6,28190,49084.8,
8/22/2023 3:04,8/22/2023 13:04,55,52,930.8,5292.2,27010.9,46825.5,
8/22/2023 3:05,8/22/2023 13:05,55,53.2,950.3,5318.5,26276.6,45372.3,
8/22/2023 3:06,8/22/2023 13:06,55,54.1,964.3,5338.2,25439.4,43725.4,
8/22/2023 3:07,8/22/2023 13:07,55,54.8,968.9,5275.3,24955.9,42855.5,
8/22/2023 3:08,8/22/2023 13:08,55,55.8,978.2,5074.7,23262.8,39786.5,
8/22/2023 3:09,8/22/2023 13:09,55,59,971.9,4547.1,19699.5,33439.8,
8/22/2023 3:10,8/22/2023 13:10,55,60.2,903,3777.6,15723.1,26546.5,
8/22/2023 3:11,8/22/2023 13:11,55,60.2,808.2,3089.2,12278.6,20593.8,
8/22/2023 3:12,8/22/2023 13:12,55,56.7,654,2251.4,8424.6,14000.5,
8/22/2023 3:13,8/22/2023 13:13,55,54.7,582.5,1880.8,6735.5,11113.6,
8/22/2023 3:14,8/22/2023 13:14,55,50.8,480.5,1495.9,5416,8956.6,
8/22/2023 3:15,8/22/2023 13:15,55,44.3,348.9,1062.7,4189.1,7027.9,
8/22/2023 3:16,8/22/2023 13:16,55,49.2,444.8,1483.2,6838.7,11730.6,
8/22/2023 3:17,8/22/2023 13:17,55,53.8,587.2,2271.6,13201.3,23252.9,
8/22/2023 3:18,8/22/2023 13:18,55,51.7,608.7,2589.5,15747.5,27856,
8/22/2023 3:19,8/22/2023 13:19,55,50.1,592.3,2523.4,15844.1,28113.9,
8/22/2023 3:20,8/22/2023 13:20,55,52.5,586.7,2305.6,12637.4,22119.4,
8/22/2023 3:21,8/22/2023 13:21,55,51.7,602.6,2415.9,12825.1,22365.3,
8/22/2023 3:22,8/22/2023 13:22,55,51.8,660.3,2729.6,13992.4,24298.1,
8/22/2023 3:23,8/22/2023 13:23,55,52.1,775.5,3603.2,19389.9,33846.5,
8/22/2023 3:24,8/22/2023 13:24,55,51.1,797.9,3902,20977.1,36606.2,
8/22/2023 3:25,8/22/2023 13:25,55,49.5,801.4,3940.9,20952.6,36516.3,
8/22/2023 3:26,8/22/2023 13:26,55,49.6,802.3,3809,18628.9,32144.6,
8/22/2023 3:27,8/22/2023 13:27,55,49.1,811.6,3894.3,18862.9,32507.2,
8/22/2023 3:28,8/22/2023 13:28,55,48.7,828,4077.4,19739.2,34011.7,
8/22/2023 3:29,8/22/2023 13:29,55,48.4,854.8,4358.7,21153.7,36455.7,
8/22/2023 3:30,8/22/2023 13:30,55,49.1,869.3,4376.6,20947.3,36037.1,
8/22/2023 3:31,8/22/2023 13:31,55,49.1,891.6,4566.5,21234.7,36390.1,
8/22/2023 3:32,8/22/2023 13:32,55,49.6,901,4566.5,20932.8,35804.8,
8/22/2023 3:33,8/22/2023 13:33,55,49.8,908.2,4577.2,20686.6,35315.6,
8/22/2023 3:34,8/22/2023 13:34,55,50.1,913.6,4550.6,20302.7,34599.3,
8/22/2023 3:35,8/22/2023 13:35,55,50.2,901.9,4341.3,18968.9,32235.2,
8/22/2023 3:36,8/22/2023 13:36,55,49.3,779.3,3293.1,14238.9,24175.4,
8/22/2023 3:37,8/22/2023 13:37,55,49.6,744.4,2982.2,12488.4,21109.5,
8/22/2023 3:38,8/22/2023 13:38,55,50.8,717.9,2796.9,12228.8,20804.7,
8/22/2023 3:39,8/22/2023 13:39,55,48.9,666.5,2843.1,17016.8,30053.2,
8/22/2023 3:40,8/22/2023 13:40,55,45.5,655.9,3109.7,20182,35910.8,
8/22/2023 3:41,8/22/2023 13:41,55,42.1,655.2,3580.6,26297.3,47279.6,
8/22/2023 3:42,8/22/2023 13:42,55,47.7,685.1,3180.6,19082.5,33700,
8/22/2023 3:43,8/22/2023 13:43,55,48.8,745.2,3538.8,19481,34089.6,
8/22/2023 3:44,8/22/2023 13:44,55,48.4,843.2,4699.4,26814,47081.7,
8/22/2023 3:45,8/22/2023 13:45,55,47.1,850.6,5785.3,36877,65448.6,
8/22/2023 3:46,8/22/2023 13:46,55,44,783.2,6226.3,44539.6,79847.9,
8/22/2023 3:47,8/22/2023 13:47,55,46.6,868.5,6002.6,36422.8,64329.2,
8/22/2023 3:48,8/22/2023 13:48,55,48.1,911.8,5787.3,31968.4,55914.4,
8/22/2023 3:49,8/22/2023 13:49,55,48.1,906.4,5784.3,32006.8,55991.5,
8/22/2023 3:50,8/22/2023 13:50,55,48.6,915.1,5791.1,31432.7,54869.2,
8/22/2023 3:51,8/22/2023 13:51,55,49.1,924.5,5795.1,30314.1,52691.9,
8/22/2023 3:52,8/22/2023 13:52,55,49.2,934.8,5788.7,29650.8,51411.1,
8/22/2023 3:53,8/22/2023 13:53,55,49.7,939.2,5711.5,28658.6,49568.2,
8/22/2023 3:54,8/22/2023 13:54,55,50.6,956.1,5524.7,26871,46301.6,
8/22/2023 3:55,8/22/2023 13:55,55,51.2,954.1,5313.5,24826.4,42559.3,
8/22/2023 3:56,8/22/2023 13:56,55,52.1,944.4,4923,22095.7,37679.6,
8/22/2023 3:57,8/22/2023 13:57,55,52.3,923.7,4546.4,19717.3,33467.6,
8/22/2023 3:58,8/22/2023 13:58,55,52.9,890.1,4070,16812.7,28340.7,
8/22/2023 3:59,8/22/2023 13:59,55,53.3,853.9,3654.2,14426.3,24153.9,
8/22/2023 4:00,8/22/2023 14:00,55,52.6,777.8,3061.2,11774.7,19640.5,
8/22/2023 4:01,8/22/2023 14:01,55,51.4,700.5,2560.6,9219.9,15213.2,
8/22/2023 4:02,8/22/2023 14:02,55,48.8,598.2,2027.1,6901.9,11278.6,
8/22/2023 4:03,8/22/2023 14:03,55,46.9,538.3,1726.2,5635.7,9139,
8/22/2023 4:04,8/22/2023 14:04,55,44.1,470.9,1450.4,4584.5,7388.7,
8/22/2023 4:05,8/22/2023 14:05,55,37.9,369,1110.3,3405.8,5455.9,
8/22/2023 4:06,8/22/2023 14:06,55,35.6,337.8,986.4,2948.5,4698.6,
8/22/2023 4:07,8/22/2023 14:07,55,35.7,316.8,894.4,2678,4270.8,
8/22/2023 4:08,8/22/2023 14:08,55,30.2,169.6,460.5,1734.1,2890.5,
8/22/2023 4:09,8/22/2023 14:09,55,33.8,202.4,581.9,2284.3,3831.5,
8/22/2023 4:10,8/22/2023 14:10,55,35.3,216.4,633.5,2354.2,3912.7,
8/22/2023 4:11,8/22/2023 14:11,55,34.3,196.6,535.2,1850.6,3039,
8/22/2023 4:12,8/22/2023 14:12,55,33.3,175.4,460.8,1527.8,2489.9,
8/22/2023 4:13,8/22/2023 14:13,55,32,154.6,390.5,1264.8,2053,
8/22/2023 4:14,8/22/2023 14:14,55,29,132.7,330.1,1071.8,1740.8,
8/22/2023 4:15,8/22/2023 14:15,55,22.6,94.3,230.4,734.3,1188.6,
8/22/2023 4:16,8/22/2023 14:16,55,25.3,77.2,174.7,558.6,905.5,
8/22/2023 4:17,8/22/2023 14:17,55,23,68.8,164.6,656.4,1105.5,
8/22/2023 4:18,8/22/2023 14:18,55,18.2,65,160.7,664.6,1125.3,
8/22/2023 4:19,8/22/2023 14:19,55,15.5,46.7,117,537.5,923.3,
8/22/2023 4:20,8/22/2023 14:20,55,13.8,45.1,119,589.6,1022.1,
8/22/2023 4:21,8/22/2023 14:21,55,14.7,100.9,521,7132.4,13306.9,
8/22/2023 4:22,8/22/2023 14:22,55,15.6,124.3,1491.7,30124.2,56935.3,
8/22/2023 4:23,8/22/2023 14:23,55,39.9,466.8,4217.4,50107.3,92833,
8/22/2023 4:24,8/22/2023 14:24,55,32.1,282.7,1290.9,10369,18779.3,
8/22/2023 4:25,8/22/2023 14:25,55,27.2,206.8,764.4,4716.3,8358.9,
8/22/2023 4:26,8/22/2023 14:26,55,23.9,142.6,491,2653.7,4640.3,
